id,name,category,has_coords,visitor_ready,dwell_minutes,setting,good_for,booking,note,proposed_by,source_url,their_description
b02a8e05-c882-47f0-b0fd-e56fc1fb32f6,Speldiburn Cafe,food_drink,yes,true,60,indoor,food_on_site,,,fsa:Restaurant/Cafe/Canteen,,
fd913747-6428-4a70-a541-b4465b3e2f0e,Johnson Marine,services,yes,false,,,,,,rules,,
a1cdbb12-7487-4081-a85e-b82cd43677a2,Grading Systems (UK) ltd,services,yes,false,,,,,,rules,,
8fcff443-def8-4281-8638-7aed8a394221,Olnafirth Sea Farms ltd,services,yes,false,,,,,,rules,,
3fcb3e18-a048-49eb-8844-46e8d7c2916e,John I. Herculson,retail,yes,true,30,indoor,,,,rules,,
7f18bf0a-8574-4336-91c6-b7d2451b1fbe,Mail Shop,retail,yes,true,30,indoor,,,,fsa:Retailers - other,,
6d96d77e-5f6f-4971-8744-8e9e9e80718c,Good As New Shop,retail,yes,true,30,indoor,,,,rules,,
70713923-ba7e-471a-9e33-2ec64bb4ebe1,Sumburgh Hotel Bar,food_drink,yes,false,,,,,,fsa:Hotel/bed & breakfast/guest house,,
e25d3e08-b816-46a6-82b2-e0cca53b258f,The new harbour cafe,food_drink,yes,true,60,indoor,food_on_site,,,fsa:Restaurant/Cafe/Canteen,,
7e38895b-264b-4417-8482-d02c1b393b74,The Shetland Fudge Company,food_drink,yes,true,60,indoor,food_on_site,,,rules,,
d818cdf5-519b-4be8-ac74-5c52ad2c3b58,"Red Pool, Virkie",tourism,yes,true,60,both,proper_visit,,,rules,,
386311f4-17a3-4b57-b2a6-5cccad5a0aba,Harbro,retail,yes,true,30,indoor,,,,rules,,
7f5b09ac-d462-40eb-8851-6837b781d7c8,NHS Shetland,services,yes,false,,,,,,fsa:Caring Premises,,
fbbb3dd2-7f6b-479a-99ff-f67fb3218598,The Veg Box,food_drink,yes,true,60,indoor,food_on_site,,,rules,,
1d09aa09-45ac-425e-9749-72e1eeafe307,The Original Cake Fridge & Tearoom,retail,yes,true,30,indoor,,,,rules,,
37d72dda-c3de-48ca-ad55-62b1a119cc0b,Shetland Parliamentary Office,services,yes,false,,,,,,rules,,Parliamentary Office of Alistair Carmichael MP and Beatrice Wishart MSP
21ace2f6-ea81-4bbb-a5fe-a1e64a213111,The Cornerstone Bed & Breakfast,accommodation,yes,false,,,,,,rules,,
eb917de6-2e15-4dbe-9ca5-92825eb527ff,The Cornerstone Cafe & Restaurant,food_drink,yes,true,60,indoor,food_on_site,,,rules,,
d61e87bc-4924-4809-bf60-753048e85ad2,Dead Bird,tourism,yes,true,60,both,proper_visit,,,rules,,
5866539a-64b1-441c-8ce6-7d6fde462cc6,HyImpulse UK,services,yes,false,,,,,,rules,,subsidiary of HyImpulse Technologies GmbH
d713c1f7-7de5-4f9d-9474-242c44512e42,Laing's Pharmacy,services,yes,false,,,,,,rules,,
773455be-04e1-4548-ac05-781bdbd5e6d3,Golden Coach,food_drink,yes,true,60,indoor,food_on_site,,,fsa:Restaurant/Cafe/Canteen,,
926ba430-a549-4e6e-a299-d243bacf5596,Begg,retail,yes,true,30,indoor,,,,rules,,
5a3505ee-7ecd-49e5-bd3b-d48f3e4aba00,Ham Knitwear,services,yes,false,,,,,,rules,,
c0f6bfd8-7cb9-4404-81f5-b422f81a8003,C'est là vie,food_drink,yes,true,60,indoor,food_on_site,,,rules,,
fb8eb35a-2ca6-473d-a1ab-5b25cd18d6e2,Hamnavoe Post Office,services,yes,false,,,,,,rules,,
efc34948-5608-4111-87be-6a1893c63fe0,Scalloway Pharmacy,services,yes,false,,,,,,rules,,
c9f788f6-eaab-414b-9752-ac0194f944b2,Brae Pharmacy,services,yes,false,,,,,,rules,,
000ad0e6-4def-48bc-ad1b-f1c18ca87323,Rachael's Cake Fridge,retail,yes,true,30,indoor,,,,rules,,
8d3cfcf4-5f3f-4227-9700-9d1f4bb23666,Picnic Press Cake Fridge,retail,yes,true,30,indoor,,,,rules,,
b4079652-b5f0-4a15-a10e-3c2f970e28c5,Cake Fridge,retail,yes,true,30,indoor,,,,rules,,
b392afd5-90c2-400f-b7c4-3d4ca3277f0c,Marina's Kitchen Cabinet Cake Fridge,retail,yes,true,15,indoor,quick_stop,,,fsa:Takeaway/sandwich shop,,
f0a5f921-c74f-4224-9fc3-ec54454394de,Scalloway Caravan Park,accommodation,yes,false,,,,,,rules,,
004bdf91-7d58-468e-9572-4d5dbe3b1e3d,Norse Stofa,tourism,yes,true,60,both,proper_visit,,,rules,,
982de783-9c3f-4ae1-9420-84ede5f60dfd,Lerwick Brewery,food_drink,yes,true,60,indoor,food_on_site,,,rules,,
6bef02b7-1534-43c5-956f-2a402d850402,New Hai Yang,food_drink,yes,true,60,indoor,food_on_site,,,rules,,
74320af7-e4fa-47e2-b539-ee06772c36c1,Cunningsburgh Touring Park,accommodation,yes,false,,,,,,rules,,
ac65db2c-1751-413f-bec5-45f173b30475,Sumburgh Head Cafe,food_drink,yes,true,60,indoor,food_on_site,,,rules,,Honesty box in cafe
92ddc246-df04-454e-870d-4ac90e519b3d,Charity Shop,retail,yes,true,30,indoor,,,,fsa:Retailers - other,,
2bc59d8d-436b-4c36-873f-83de33a90175,Mareel Café & Bar,food_drink,yes,true,45,indoor,food_on_site,,,fsa:Other catering premises,,
7b11425b-219d-4200-b8f3-98ea69456d0d,Bigton Post Office,services,yes,false,,,,,,rules,,
1bf67fc5-34f7-497c-be65-fc9cfedd288d,Hillswick Shop,retail,yes,true,30,indoor,,,,fsa:Retailers - other,,
5374acbc-4a37-4808-8f93-445c64cdba83,Scalloway Hotel Restaurant,food_drink,yes,false,,,,,,fsa:Hotel/bed & breakfast/guest house,,
aea331f1-85a1-4f77-b13e-df0773a52a78,The Shearing Shed,retail,yes,true,30,indoor,,,,rules,,
89f01db1-4e69-487c-91a5-de48ba7f8f9f,Reawick Post Office,services,yes,false,,,,,,rules,,
3f374a81-8085-44cf-9c33-c03d40dcc7ad,Sound Butchers,food_drink,yes,false,,,,,,fsa:Manufacturers/packers,,
71ae4df0-ad3b-4320-a7cb-e913964353ca,K Hughson Repairs,retail,yes,true,30,indoor,,,,rules,,
3a87d42d-2a6c-4e0d-be5c-416cf5295e2e,Brough Stores Post Office,services,yes,true,30,indoor,,,,fsa:Retailers - other,,
07ef6d0b-2299-4029-b72c-ce09dd54d06b,Harper Macleod LLP,services,yes,false,,,,,,rules,,
0c09fc4a-8068-4253-a7d8-cae8bd95d60b,The Book Swap,food_drink,yes,true,60,indoor,food_on_site,,,rules,,
cf204b6d-aa20-4e3f-910d-92a44a1a0c43,Leravoe Telephone Box,tourism,yes,true,60,both,proper_visit,,,rules,,
d1128b0c-8bd9-4b4a-b9bc-7858ef8f5e3b,DA Mad Hoose,food_drink,yes,true,60,indoor,food_on_site,,,fsa:Restaurant/Cafe/Canteen,,cafe and softplay
491f03f9-5bcb-43f5-ad4e-d6db157d9f8c,The Original Cake Fridge Giftshop And Cakeaway,retail,yes,true,30,indoor,,,,rules,,
75fdeeda-84ae-4d58-83c4-b2265ca10484,Thorntons,food_drink,yes,true,60,indoor,food_on_site,,,rules,,
71e66e98-af58-4d04-a807-a5cdbc81d03f,Conocgies,retail,yes,true,30,indoor,,,,rules,,
76b3ce37-0b7f-48af-8e6f-a9392db1ef71,British Red Cross,retail,yes,true,30,indoor,,,,rules,,
e53ddbdc-2bca-4805-8c0a-dcc5e9036b39,Shetland Surveyors,services,yes,false,,,,,,rules,,
f2eaa634-f3fa-459c-9930-041aed4561a3,Santander,services,yes,false,,,,,,rules,,
e95df378-19d7-4d81-b3fa-dd0ac769491c,High Level Music Centre,retail,yes,true,30,indoor,,,,rules,,
8d893777-aa33-4378-af24-00713c233205,The Moist Lounge Bar,food_drink,yes,true,60,indoor,food_on_site,,,fsa:Pub/bar/nightclub,,
7acebd7e-7d76-4070-be1d-57eac9cc0504,Coffee Culture Lerwick,food_drink,yes,true,60,indoor,food_on_site,,,fsa:Restaurant/Cafe/Canteen,,
5e47bb78-2ca9-4c25-be56-87dc26c77e03,Perrie Shop,retail,yes,true,30,indoor,,,,rules,,
961fa1d3-b060-497f-a537-008f4c599ed2,Bressay Marina & Caravan Park,accommodation,yes,false,,,,,,rules,,
954dfe8d-bfd2-4594-86ef-c9224cf38477,Orkney & Shetland Valuation Joint Board,services,yes,false,,,,,,rules,,
e705c823-31c7-4071-821b-a84e65bd6ef7,I flooring Shetland,retail,yes,true,30,indoor,,,,rules,,
ca534a48-5472-4005-9c5f-f907749493c0,Oldies Antiques & Collectables,retail,yes,true,30,indoor,,,,rules,,
cebd21a5-588a-49e1-ad09-e24be826e455,A9 Accounting,services,yes,false,,,,,,rules,,
26164f37-a4cc-4f7f-a51f-7a9911a146f1,Jemma Tattoo And Beauty Parlour,retail,yes,true,30,indoor,,,,rules,,
4001c02f-7fa4-41e1-8d09-3c43e627c436,David Coles Independent Shetland Finance,services,yes,false,,,,,,rules,,
80a4c106-cb40-42e7-8253-a1234cfbe935,Shetland Charitable Trust,services,yes,false,,,,,,rules,,
be715e31-4205-4cf9-8af8-3cfe29890275,Toll Clock Toys,retail,yes,true,30,indoor,,,,rules,,
86be7d40-6925-4803-916d-f52e87067e70,D.I.T.T. DIY Supplies,retail,yes,true,30,indoor,,,,rules,,
b5cdb271-9b42-4c3a-9c67-592e75646b1b,Clickimin Leisure Centre,services,yes,false,,,,,,rules,,
24d5f861-b4dc-4f06-b18f-b6bb3c460d50,Islesburgh House Hostel,accommodation,yes,false,,,,,,rules,,
6013e4f4-dc46-40c6-b8ec-f63f4c25146c,Unst Leisure Centre,services,yes,true,30,indoor,,,,fsa:Retailers - other,,
ddb66e57-2828-4b75-a71e-daf51097be08,A. Humphray General Stores,retail,yes,true,30,indoor,,,,rules,,
963f00fa-3401-466e-8b0f-364bd41b4965,Hillside,accommodation,yes,false,,,,,,rules,,
44ab7784-5da6-4e6c-bbe5-7dfb70c93274,East Isle Shop,retail,yes,true,30,indoor,,,,rules,,
93787a34-871e-4ae8-bdb1-bf08259e1fc0,Gardiesfauld Hostel,accommodation,yes,false,,,,,,rules,,
ffc32e36-1f42-4506-86b4-97bf5ae3df00,Carnegie Hall,food_drink,yes,true,60,indoor,food_on_site,,,rules,,
e1d57e5b-e041-444e-8ec4-47e273398cf3,Bressay Heritage Centre,tourism,yes,true,60,both,proper_visit,,,rules,,
b53636eb-791a-4b5d-9ef9-1d64888b820e,Bressay Lighthouse,accommodation,yes,false,,,,,,rules,,
4d492acd-de3e-4507-9ac6-bad8f14f6ff0,Maryfield House Hotel,accommodation,yes,true,60,indoor,food_on_site,,,fsa:Pub/bar/nightclub,,
0e777aa9-7847-4a94-8e42-8c01f59a0788,JWJ Whalsay Ltd,retail,yes,true,30,indoor,,,,rules,,
7e972792-d885-40d8-9f9b-bd911a23e93a,Whalsay Leisure Centre,services,yes,true,30,indoor,,,,fsa:Retailers - other,,
01a2d40c-00d4-42f2-98c0-e26a024bff6a,Scalloway Pool,services,yes,false,,,,,,rules,,
bed72b7c-6e58-4046-994c-3656d900f90d,Leask Motors,retail,yes,true,30,indoor,,,,rules,,
6191d17f-c313-4a80-be0c-85c1534f9234,Foords Chocolates Manufactury,food_drink,yes,true,60,indoor,food_on_site,,,rules,,
15f9e418-7d58-4b3b-8d46-2c0fe891e27c,Co-op Food,retail,yes,true,30,indoor,,,,rules,,
d97899e7-535c-4f35-85c7-5564ddffd333,Lunna House,accommodation,yes,false,,,,,,rules,,
63ebe56f-5ec7-487f-9064-ec3a5e60fe34,Jarlshof,tourism,yes,true,30,indoor,,,,fsa:Retailers - other,,
889e102c-56c4-4417-94f9-ac9bdaebf504,Sumburgh Hotel,accommodation,yes,false,,,,,,fsa:Hotel/bed & breakfast/guest house,,
fc7d70c7-f848-4277-8bbd-1e00761fad15,St Magnus Bay Hotel,accommodation,yes,false,,,,,,fsa:Hotel/bed & breakfast/guest house,,
2421ad14-ecca-45ef-b82b-825491f78d0a,Magno,food_drink,yes,true,60,indoor,food_on_site,,,rules,,
65f3e881-9af3-41af-b179-cc59a3712c24,Home Furnishing of Lerwick,retail,yes,true,30,indoor,,,,rules,,
68db870c-0d99-411c-80c5-be3655d083c4,Toll Clock Shopping Centre,retail,yes,true,30,indoor,,,,rules,,
da9fa84a-3ba2-49d9-9235-bb9566968048,Burrastow House,accommodation,yes,false,,,,,,rules,,
aa63e776-a8b8-4e46-819a-c2cf6ca39f20,Welcome Inn,food_drink,yes,true,60,indoor,food_on_site,,,fsa:Pub/bar/nightclub,,
86614420-b9ba-4cd4-8dfe-b673919c9b49,Jim's Garage,retail,yes,true,30,indoor,,,,fsa:Retailers - other,,
e21d10a5-ba27-4c3f-86a6-cb3e1a899a92,Scalloway Primary School Games Hall,services,yes,false,,,,,,fsa:School/college/university,,
0120462d-b5fc-46f0-b67f-e0ef5a02eacc,Burra Public Hall,services,yes,false,,,,,,rules,,
c1777ddf-af18-411c-89d5-643508a8bc8d,West Mainland Leisure Centre,services,yes,false,,,,,,rules,,
7643af8d-e447-460e-b878-8d94658ea536,Whalsay Boating Club,food_drink,yes,true,60,indoor,food_on_site,,,rules,,
8a9db7d0-526a-41c2-b664-e052116a0d39,Hanseatic Trading Booth,tourism,yes,true,60,both,proper_visit,,,rules,,
4d47769f-0c08-474a-ab28-2325e3d354fe,Oot-Ower Lounge,food_drink,yes,true,60,indoor,food_on_site,,,fsa:Pub/bar/nightclub,,
8d6e8125-00a1-44eb-ac9f-dde1d7568623,Final Checkout,retail,yes,true,30,indoor,,,,fsa:Retailers - other,,
ef16dd95-7243-4d07-bda1-91d48175d064,Mossbank Post Office,services,yes,false,,,,,,rules,,
09b9dacd-2a81-4151-a710-efb0e9a73033,Co-op,retail,yes,true,30,indoor,,,,rules,,
c22f1a4f-9d84-4f5b-98d8-11eff216cf34,North Mainland Leisure Centre,services,yes,true,30,indoor,,,,fsa:Retailers - other,,
679ce957-f197-4dde-a97a-f0b454c920a1,Tesco,retail,yes,true,30,indoor,,,,rules,,
85df7b8d-131f-4ef9-97e6-2038337c1e1b,The Hoop,accommodation,yes,false,,,,,,rules,,
35998622-9e71-4b6c-899a-b35ff0041d01,Ollaberry Shop,retail,yes,true,30,indoor,,,,fsa:Retailers - other,,
432e359f-e5a7-432a-9594-e164bc46e6e1,Unst Heritage Centre,tourism,yes,true,60,both,proper_visit,,,rules,,
ebfd4f9b-f465-4eee-99b6-933c11a0585d,H. Williamson & Sons Ltd,services,yes,false,,,,,,rules,,
b54949cf-6ae5-43bc-8aa7-6e0d05549266,R S Henderson,retail,yes,true,30,indoor,,,,rules,,
46946380-d13c-4fd2-82d1-e958f51f68ba,Busta House,accommodation,yes,false,,,,,,fsa:Hotel/bed & breakfast/guest house,,
c70420d9-4ce9-4756-a4c4-c1dd8e1368ca,Gardiesfauld Caravan Park,accommodation,yes,false,,,,,,rules,,
acc063fd-e88e-4ff7-b2d3-bd2f48be9c26,The Cabin Museum,tourism,yes,true,60,both,proper_visit,,,rules,,
706deabc-71fe-4744-9aa1-e0ac34d41358,Fort Cafe and Take Away,food_drink,yes,true,60,indoor,food_on_site,,,rules,,
5812787a-0bf1-4fa4-a7d4-a43c42e39ad5,Hayhoull,accommodation,yes,false,,,,,,fsa:Hotel/bed & breakfast/guest house,,
3ac1032c-5d4a-4f94-990b-19748b01c1a8,Fetlar Interpretive Centre,tourism,yes,true,60,both,proper_visit,,,rules,,
b563d85a-79c3-4cb3-88ed-2f677c436e66,Meadowvale Lodge,accommodation,yes,false,,,,,,rules,,
8e4168e2-6c0e-4b76-bfab-57cf302b8906,Mowgli Motors Ltd,retail,yes,true,30,indoor,,,,rules,,
58f4122b-7e5b-4b2b-980a-772c96bff182,Leasks Filling Station,services,yes,false,,,,,,rules,,
3faedd42-bc50-4626-9bd8-05f1d76f17cc,Aa' Fired Up,services,NO — cannot be planned,true,45,indoor,food_on_site,,,fsa:Other catering premises,,"Aa' Fired Up is a fun, friendly & relaxing experience for all, from peerie bairns to auld folk. We offer :- Pottery Painting, Build your own Teddy Bear, Life Ca"
bbb990ce-2bf1-4284-ac64-32191a750818,Anderson & Co,services,NO — cannot be planned,false,,,,,,rules,,"Anderson & Co is an old established family firm trading in Shetland knitwear, crafts, children&rsquo;s clothes and nursery products. Founded in 1873 by Thomas A"
af3742f5-1f28-4c62-9d64-fd889cd0c8c0,Anderson & Goodlad,services,NO — cannot be planned,false,,,,,,rules,,"Solicitors, Notary Public & Estate Agents Founded in 1882 by John Bannatyne Anderson, the firm added the name Goodlad when the present Partner&rsquo;s grandfath"
d298ebfe-4acb-4fa3-b65e-9d650f991d0d,Arch Henderson LLP,services,NO — cannot be planned,false,,,,,,rules,,"We specialise in Civil and Structural Engineering, Architecture and Environmental Services. We offer a complete and flexible consultancy service, from project c"
67430964-fadd-4711-a5a8-97e8f6d5b6cb,Arthur and Simpson,other,NO — cannot be planned,false,,,,,,rules,,"Welcome to Arthur & Simpson Arthur Simpson - Estate and Letting Agents in the Shetland Islands. We take the stress out of selling, renting and managing property"
01869f1b-ff5f-40fc-9afe-07f3474b2b69,Aura Lounge,services,NO — cannot be planned,false,,,,,,rules,,Aura Lounge Ltd is a local beauty retreat offering a wide range of beauty treatments in a relaxing and welcoming environment. Whether you&rsquo;re looking to un
94826f81-a6c5-4ad4-ba5d-123df727ba68,Aurora,retail,NO — cannot be planned,false,,,,,,fsa:Hotel/bed & breakfast/guest house,,"A full range of Silver, Gold and Diamond Aurora Jewellery is available in our shop. Along with Kilt Hire and Purchase we also stock a large selection of gift it"
4a865e42-9078-495d-9dbd-e938fa1a57f7,Boots,services,NO — cannot be planned,false,,,,,,rules,,"Boots is the UK&rsquo;s leading pharmacy-led health and beauty retailer. With around 2,500 stores ranging from local community pharmacies to large destination h"
578d5ff6-d185-4a82-a9ae-2ea41b4bf57f,Avril Thomson Smith Art,services,NO — cannot be planned,false,,,,,,rules,,"Shetland artist, born in 1975 on the most northerly island in Scotland, the Shetland Islands, draws inspiration from the local landscape. Having grown up in Ler"
2ce86e01-d176-42da-9773-fabf3bb6b258,Babs Clubb Studio & Shetland Academy of Beauty,services,NO — cannot be planned,false,,,,,,rules,,Bab's Clubb is a seasoned professional make up artist with a wealth of experience and extensive training. Having completed a rigorous 2-year program at West Col
7a43bc18-2076-470f-93ca-a14ed9b0f2bb,Bank of Scotland,services,NO — cannot be planned,false,,,,,,rules,,"Lerwick branch of the Llyods Banking Group, trading as Bank of Scotland."
